epoch,timestamp,loss,phase
89,2025-12-27T20:02:41.492747,116.76253509521484,pretrain
90,2025-12-27T20:02:41.514377,116.66433715820312,pretrain
91,2025-12-27T20:02:41.536678,116.58631134033203,pretrain
92,2025-12-27T20:02:41.559221,116.45410919189453,pretrain
93,2025-12-27T20:02:41.578375,116.37001037597656,pretrain
94,2025-12-27T20:02:41.598298,116.2999267578125,pretrain
95,2025-12-27T20:02:41.618355,116.17938995361328,pretrain
96,2025-12-27T20:02:41.637996,116.05264282226562,pretrain
97,2025-12-27T20:02:41.660332,115.98561096191406,pretrain
98,2025-12-27T20:02:41.678136,115.8847885131836,pretrain
99,2025-12-27T20:02:41.696313,115.76692199707031,pretrain
100,2025-12-27T20:02:41.715641,115.68321228027344,pretrain
101,2025-12-27T20:02:41.734127,115.61225891113281,pretrain
102,2025-12-27T20:02:41.752998,115.5125961303711,pretrain
103,2025-12-27T20:02:41.771829,115.41860961914062,pretrain
104,2025-12-27T20:02:41.790465,115.2953109741211,pretrain
105,2025-12-27T20:02:41.809799,115.20630645751953,pretrain
106,2025-12-27T20:02:41.827559,115.11180114746094,pretrain
107,2025-12-27T20:02:41.846579,115.02342987060547,pretrain
108,2025-12-27T20:02:41.865451,114.93174743652344,pretrain
109,2025-12-27T20:02:41.883699,114.87736511230469,pretrain
110,2025-12-27T20:02:41.903490,114.7579116821289,pretrain
111,2025-12-27T20:02:41.924683,114.63514709472656,pretrain
112,2025-12-27T20:02:41.944128,114.55485534667969,pretrain
113,2025-12-27T20:02:41.965933,114.45475769042969,pretrain
114,2025-12-27T20:02:41.990277,114.35775756835938,pretrain
115,2025-12-27T20:02:42.013413,114.28042602539062,pretrain
116,2025-12-27T20:02:42.039161,114.20850372314453,pretrain
117,2025-12-27T20:02:42.063784,114.11607360839844,pretrain
118,2025-12-27T20:02:42.091823,114.08021545410156,pretrain
119,2025-12-27T20:02:42.119093,113.91210174560547,pretrain
120,2025-12-27T20:02:42.142253,113.81893157958984,pretrain
121,2025-12-27T20:02:42.166979,113.73947143554688,pretrain
122,2025-12-27T20:02:42.190738,113.64301300048828,pretrain
123,2025-12-27T20:02:42.213379,113.57451629638672,pretrain
124,2025-12-27T20:02:42.236152,113.47354888916016,pretrain
125,2025-12-27T20:02:42.257496,113.38323974609375,pretrain
126,2025-12-27T20:02:42.279413,113.27760314941406,pretrain
127,2025-12-27T20:02:42.298235,113.22523498535156,pretrain
128,2025-12-27T20:02:42.317251,113.13899993896484,pretrain
129,2025-12-27T20:02:42.339733,113.02838897705078,pretrain
130,2025-12-27T20:02:42.357505,112.97523498535156,pretrain
131,2025-12-27T20:02:42.376546,112.85995483398438,pretrain
132,2025-12-27T20:02:42.399528,112.82982635498047,pretrain
133,2025-12-27T20:02:42.418938,112.69635009765625,pretrain
134,2025-12-27T20:02:42.438347,112.63141632080078,pretrain
135,2025-12-27T20:02:42.459509,112.52638244628906,pretrain
136,2025-12-27T20:02:42.483822,112.43923950195312,pretrain
137,2025-12-27T20:02:42.511829,112.39579772949219,pretrain
138,2025-12-27T20:02:42.534368,112.31541442871094,pretrain
139,2025-12-27T20:02:42.557847,112.16822814941406,pretrain
140,2025-12-27T20:02:42.581127,112.13200378417969,pretrain
141,2025-12-27T20:02:42.604014,112.07521057128906,pretrain
142,2025-12-27T20:02:42.627573,111.96998596191406,pretrain
143,2025-12-27T20:02:42.651199,111.84477233886719,pretrain
144,2025-12-27T20:02:42.675179,111.783935546875,pretrain
145,2025-12-27T20:02:42.696742,111.65648651123047,pretrain
146,2025-12-27T20:02:42.720527,111.64955139160156,pretrain
147,2025-12-27T20:02:42.742386,111.56604766845703,pretrain
148,2025-12-27T20:02:42.766332,111.42239379882812,pretrain
149,2025-12-27T20:02:42.788466,111.35110473632812,pretrain
150,2025-12-27T20:02:42.812401,111.32192993164062,pretrain
151,2025-12-27T20:02:42.835377,111.22401428222656,pretrain
152,2025-12-27T20:02:42.859670,111.1268539428711,pretrain
153,2025-12-27T20:02:42.884257,111.15518951416016,pretrain
154,2025-12-27T20:02:42.910690,111.04835510253906,pretrain
155,2025-12-27T20:02:42.935521,110.9676742553711,pretrain
156,2025-12-27T20:02:42.957228,110.89002990722656,pretrain
157,2025-12-27T20:02:42.980258,110.7716293334961,pretrain
158,2025-12-27T20:02:43.002707,110.72578430175781,pretrain
159,2025-12-27T20:02:43.025914,110.60665893554688,pretrain
160,2025-12-27T20:02:43.047782,110.5555191040039,pretrain
161,2025-12-27T20:02:43.069384,110.4993667602539,pretrain
162,2025-12-27T20:02:43.089674,110.42047119140625,pretrain
163,2025-12-27T20:02:43.111521,110.32035064697266,pretrain
164,2025-12-27T20:02:43.135699,110.24835205078125,pretrain
165,2025-12-27T20:02:43.158459,110.1719970703125,pretrain
166,2025-12-27T20:02:43.183078,110.11422729492188,pretrain
167,2025-12-27T20:02:43.210284,110.09618377685547,pretrain
168,2025-12-27T20:02:43.232069,110.00347137451172,pretrain
169,2025-12-27T20:02:43.256490,109.91058349609375,pretrain
170,2025-12-27T20:02:43.278352,109.85465240478516,pretrain
171,2025-12-27T20:02:43.303324,109.80715942382812,pretrain
172,2025-12-27T20:02:43.325924,109.65599822998047,pretrain
173,2025-12-27T20:02:43.349820,109.63525390625,pretrain
174,2025-12-27T20:02:43.372231,109.56824493408203,pretrain
175,2025-12-27T20:02:43.396977,109.50070190429688,pretrain
176,2025-12-27T20:02:43.418900,109.43220520019531,pretrain
177,2025-12-27T20:02:43.441284,109.32395935058594,pretrain
178,2025-12-27T20:02:43.463523,109.28276824951172,pretrain
179,2025-12-27T20:02:43.487388,109.2392578125,pretrain
180,2025-12-27T20:02:43.508473,109.16166687011719,pretrain
181,2025-12-27T20:02:43.532444,109.0650405883789,pretrain
182,2025-12-27T20:02:43.555049,109.00764465332031,pretrain
183,2025-12-27T20:02:43.581016,109.00090789794922,pretrain
184,2025-12-27T20:02:43.603158,108.88036346435547,pretrain
185,2025-12-27T20:02:43.627329,108.94873046875,pretrain
186,2025-12-27T20:02:43.649246,108.73416137695312,pretrain
187,2025-12-27T20:02:43.672735,108.76433563232422,pretrain
188,2025-12-27T20:02:43.694817,108.68397521972656,pretrain
189,2025-12-27T20:02:43.718914,108.63959503173828,pretrain
190,2025-12-27T20:02:43.741099,108.49430084228516,pretrain
191,2025-12-27T20:02:43.762663,108.43248748779297,pretrain
192,2025-12-27T20:02:43.780997,108.38249969482422,pretrain
193,2025-12-27T20:02:43.804144,108.29469299316406,pretrain
194,2025-12-27T20:02:43.823145,108.25850677490234,pretrain
195,2025-12-27T20:02:43.841412,108.2679443359375,pretrain
196,2025-12-27T20:02:43.865182,108.13614654541016,pretrain
197,2025-12-27T20:02:43.882209,108.09778594970703,pretrain
198,2025-12-27T20:02:43.900803,108.06427001953125,pretrain
199,2025-12-27T20:02:43.923839,108.01212310791016,pretrain
200,2025-12-27T20:02:43.942223,107.91830444335938,pretrain
201,2025-12-27T20:02:43.964198,107.94657897949219,pretrain
202,2025-12-27T20:02:43.984274,107.86692810058594,pretrain
203,2025-12-27T20:02:44.002714,107.78933715820312,pretrain
204,2025-12-27T20:02:44.026506,107.65387725830078,pretrain
205,2025-12-27T20:02:44.049796,107.6361083984375,pretrain
206,2025-12-27T20:02:44.072952,107.60397338867188,pretrain
207,2025-12-27T20:02:44.093822,107.5274887084961,pretrain
208,2025-12-27T20:02:44.114500,107.43334197998047,pretrain
209,2025-12-27T20:02:44.135171,107.44780731201172,pretrain
210,2025-12-27T20:02:44.154999,107.31596374511719,pretrain
211,2025-12-27T20:02:44.176164,107.30851745605469,pretrain
212,2025-12-27T20:02:44.195119,107.31742095947266,pretrain
213,2025-12-27T20:02:44.213921,107.1491470336914,pretrain
214,2025-12-27T20:02:44.236180,107.08062744140625,pretrain
215,2025-12-27T20:02:44.255175,107.02989959716797,pretrain
216,2025-12-27T20:02:44.277040,107.10588073730469,pretrain
217,2025-12-27T20:02:44.296489,107.03515625,pretrain
218,2025-12-27T20:02:44.316178,106.99590301513672,pretrain
219,2025-12-27T20:02:44.343140,106.88683319091797,pretrain
220,2025-12-27T20:02:44.366024,106.73062133789062,pretrain
221,2025-12-27T20:02:44.390126,106.72711181640625,pretrain
222,2025-12-27T20:02:44.409965,106.6907730102539,pretrain
223,2025-12-27T20:02:44.430474,106.63611602783203,pretrain
224,2025-12-27T20:02:44.457865,106.53749084472656,pretrain
225,2025-12-27T20:02:44.483271,106.5450210571289,pretrain
226,2025-12-27T20:02:44.503409,106.4749755859375,pretrain
227,2025-12-27T20:02:44.520849,106.38988494873047,pretrain
228,2025-12-27T20:02:44.539910,106.4363021850586,pretrain
229,2025-12-27T20:02:44.558976,106.38951110839844,pretrain
230,2025-12-27T20:02:44.576584,106.35385131835938,pretrain
231,2025-12-27T20:02:44.595135,106.28950500488281,pretrain
232,2025-12-27T20:02:44.614638,106.15522766113281,pretrain
233,2025-12-27T20:02:44.633909,106.09609985351562,pretrain
234,2025-12-27T20:02:44.654115,106.02810668945312,pretrain
235,2025-12-27T20:02:44.673628,106.01042938232422,pretrain
236,2025-12-27T20:02:44.696992,105.95268249511719,pretrain
237,2025-12-27T20:02:44.715796,105.94398498535156,pretrain
238,2025-12-27T20:02:44.736450,105.88811492919922,pretrain
239,2025-12-27T20:02:44.756689,105.92108917236328,pretrain
240,2025-12-27T20:02:44.776150,105.80409240722656,pretrain
241,2025-12-27T20:02:44.795886,105.79055786132812,pretrain
242,2025-12-27T20:02:44.820001,105.67135620117188,pretrain
243,2025-12-27T20:02:44.841479,105.67191314697266,pretrain
244,2025-12-27T20:02:44.864466,105.56494903564453,pretrain
245,2025-12-27T20:02:44.888281,105.58968353271484,pretrain
246,2025-12-27T20:02:44.912554,105.53587341308594,pretrain
247,2025-12-27T20:02:44.935922,105.5208511352539,pretrain
248,2025-12-27T20:02:44.958673,105.43326568603516,pretrain
249,2025-12-27T20:02:44.981626,105.48518371582031,pretrain
250,2025-12-27T20:02:45.005241,105.43022155761719,pretrain
251,2025-12-27T20:02:45.030868,105.21839904785156,pretrain
252,2025-12-27T20:02:45.052933,105.24555206298828,pretrain
253,2025-12-27T20:02:45.076969,105.18678283691406,pretrain
254,2025-12-27T20:02:45.099110,105.16249084472656,pretrain
255,2025-12-27T20:02:45.122961,105.09632110595703,pretrain
256,2025-12-27T20:02:45.144567,105.16220092773438,pretrain
257,2025-12-27T20:02:45.167971,105.01171112060547,pretrain
258,2025-12-27T20:02:45.188017,105.0047378540039,pretrain
259,2025-12-27T20:02:45.209056,104.9164810180664,pretrain
260,2025-12-27T20:02:45.232372,104.955810546875,pretrain
261,2025-12-27T20:02:45.254766,105.01787567138672,pretrain
262,2025-12-27T20:02:45.274113,104.81615447998047,pretrain
263,2025-12-27T20:02:45.293977,104.88729095458984,pretrain
264,2025-12-27T20:02:45.317276,104.84758758544922,pretrain
265,2025-12-27T20:02:45.338147,104.7285385131836,pretrain
266,2025-12-27T20:02:45.362412,104.76046752929688,pretrain
267,2025-12-27T20:02:45.384511,104.6746597290039,pretrain
268,2025-12-27T20:02:45.410661,104.66028594970703,pretrain
269,2025-12-27T20:02:45.435855,104.5822982788086,pretrain
270,2025-12-27T20:02:45.459281,104.48821258544922,pretrain
271,2025-12-27T20:02:45.483639,104.5291519165039,pretrain
272,2025-12-27T20:02:45.506079,104.50721740722656,pretrain
273,2025-12-27T20:02:45.530735,104.45453643798828,pretrain
274,2025-12-27T20:02:45.557278,104.3421401977539,pretrain
275,2025-12-27T20:02:45.585060,104.34487915039062,pretrain
276,2025-12-27T20:02:45.609416,104.30470275878906,pretrain
277,2025-12-27T20:02:45.634174,104.182861328125,pretrain
278,2025-12-27T20:02:45.659016,104.21397399902344,pretrain
279,2025-12-27T20:02:45.682119,104.24339294433594,pretrain
280,2025-12-27T20:02:45.710125,104.1411361694336,pretrain
281,2025-12-27T20:02:45.734712,104.15377044677734,pretrain
282,2025-12-27T20:02:45.758322,104.07471466064453,pretrain
283,2025-12-27T20:02:45.783186,104.04296875,pretrain
284,2025-12-27T20:02:45.808805,104.04637908935547,pretrain
285,2025-12-27T20:02:45.831944,103.99559783935547,pretrain
286,2025-12-27T20:02:45.855236,103.9493179321289,pretrain
287,2025-12-27T20:02:45.878556,103.95198822021484,pretrain
288,2025-12-27T20:02:45.898138,103.9207534790039,pretrain
289,2025-12-27T20:02:45.921553,103.77911376953125,pretrain
290,2025-12-27T20:02:45.945512,103.76713562011719,pretrain
291,2025-12-27T20:02:45.970618,103.79412841796875,pretrain
292,2025-12-27T20:02:45.994303,103.70315551757812,pretrain
293,2025-12-27T20:02:46.017720,103.71653747558594,pretrain
294,2025-12-27T20:02:46.041366,103.7205581665039,pretrain
295,2025-12-27T20:02:46.064826,103.59136962890625,pretrain
296,2025-12-27T20:02:46.087111,103.56129455566406,pretrain
297,2025-12-27T20:02:46.110826,103.53441619873047,pretrain
298,2025-12-27T20:02:46.136472,103.53131866455078,pretrain
299,2025-12-27T20:02:46.160930,103.51404571533203,pretrain
300,2025-12-27T20:02:46.182696,103.53881072998047,pretrain
301,2025-12-27T20:02:46.210653,103.47502136230469,pretrain
302,2025-12-27T20:02:46.232763,103.4020767211914,pretrain
303,2025-12-27T20:02:46.257215,103.37405395507812,pretrain
304,2025-12-27T20:02:46.280614,103.28858184814453,pretrain
305,2025-12-27T20:02:46.307747,103.3348388671875,pretrain
306,2025-12-27T20:02:46.331740,103.22842407226562,pretrain
307,2025-12-27T20:02:46.352604,103.2098617553711,pretrain
308,2025-12-27T20:02:46.378252,103.17671966552734,pretrain
309,2025-12-27T20:02:46.401121,103.191162109375,pretrain
310,2025-12-27T20:02:46.423852,103.2920150756836,pretrain
311,2025-12-27T20:02:46.448953,103.1035385131836,pretrain
312,2025-12-27T20:02:46.473409,103.14376068115234,pretrain
313,2025-12-27T20:02:46.495410,103.0357666015625,pretrain
314,2025-12-27T20:02:46.519623,102.97005462646484,pretrain
315,2025-12-27T20:02:46.541864,102.92139434814453,pretrain
316,2025-12-27T20:02:46.563042,102.99411010742188,pretrain
317,2025-12-27T20:02:46.585081,102.88519287109375,pretrain
318,2025-12-27T20:02:46.609021,102.8628921508789,pretrain
319,2025-12-27T20:02:46.632727,102.93159484863281,pretrain
320,2025-12-27T20:02:46.652965,102.90782928466797,pretrain
321,2025-12-27T20:02:46.675036,102.92865753173828,pretrain
322,2025-12-27T20:02:46.700595,102.81359100341797,pretrain
323,2025-12-27T20:02:46.724896,102.73747253417969,pretrain
324,2025-12-27T20:02:46.744871,102.80958557128906,pretrain
325,2025-12-27T20:02:46.765782,102.78701782226562,pretrain
326,2025-12-27T20:02:46.785776,102.6944808959961,pretrain
327,2025-12-27T20:02:46.804785,102.63151550292969,pretrain
328,2025-12-27T20:02:46.827288,102.75951385498047,pretrain
329,2025-12-27T20:02:46.844522,102.67003631591797,pretrain
330,2025-12-27T20:02:46.863852,102.62220001220703,pretrain
331,2025-12-27T20:02:46.886843,102.74024200439453,pretrain
332,2025-12-27T20:02:46.906411,102.62056732177734,pretrain
333,2025-12-27T20:02:46.925657,102.66981506347656,pretrain
334,2025-12-27T20:02:46.947529,102.51406860351562,pretrain
335,2025-12-27T20:02:46.967366,102.52005767822266,pretrain
336,2025-12-27T20:02:46.988994,102.52193450927734,pretrain
337,2025-12-27T20:02:47.008085,102.4110336303711,pretrain
338,2025-12-27T20:02:47.029876,102.4822769165039,pretrain
339,2025-12-27T20:02:47.050870,102.40300750732422,pretrain
340,2025-12-27T20:02:47.071581,102.31822967529297,pretrain
341,2025-12-27T20:02:47.091253,102.31852722167969,pretrain
342,2025-12-27T20:02:47.111620,102.5031509399414,pretrain
343,2025-12-27T20:02:47.132370,102.25146484375,pretrain
344,2025-12-27T20:02:47.152254,102.21060943603516,pretrain
345,2025-12-27T20:02:47.172819,102.2535629272461,pretrain
346,2025-12-27T20:02:47.192222,102.33833312988281,pretrain
347,2025-12-27T20:02:47.211773,102.27753448486328,pretrain
348,2025-12-27T20:02:47.232863,102.24584197998047,pretrain
349,2025-12-27T20:02:47.253201,102.20696258544922,pretrain
350,2025-12-27T20:02:47.276865,102.14967346191406,pretrain
351,2025-12-27T20:02:47.300894,102.14351654052734,pretrain
352,2025-12-27T20:02:47.324475,102.1258316040039,pretrain
353,2025-12-27T20:02:47.349166,102.05638122558594,pretrain
354,2025-12-27T20:02:47.372269,102.00074005126953,pretrain
355,2025-12-27T20:02:47.396865,101.94752502441406,pretrain
356,2025-12-27T20:02:47.424072,101.97471618652344,pretrain
357,2025-12-27T20:02:47.445019,101.96794128417969,pretrain
358,2025-12-27T20:02:47.466646,101.95372009277344,pretrain
359,2025-12-27T20:02:47.487206,101.92938995361328,pretrain
360,2025-12-27T20:02:47.506423,101.96516418457031,pretrain
361,2025-12-27T20:02:47.527167,101.89895629882812,pretrain
362,2025-12-27T20:02:47.545453,101.82878875732422,pretrain
363,2025-12-27T20:02:47.563467,101.84710693359375,pretrain
364,2025-12-27T20:02:47.584526,101.83863830566406,pretrain
365,2025-12-27T20:02:47.602480,101.88520050048828,pretrain
366,2025-12-27T20:02:47.621270,101.83624267578125,pretrain
367,2025-12-27T20:02:47.642158,101.90361022949219,pretrain
368,2025-12-27T20:02:47.663428,101.71440124511719,pretrain
369,2025-12-27T20:02:47.682260,101.78584289550781,pretrain
370,2025-12-27T20:02:47.705304,101.72885131835938,pretrain
371,2025-12-27T20:02:47.721876,101.73346710205078,pretrain
372,2025-12-27T20:02:47.740872,101.74798583984375,pretrain
373,2025-12-27T20:02:47.765035,101.80691528320312,pretrain
374,2025-12-27T20:02:47.784460,101.66170501708984,pretrain
375,2025-12-27T20:02:47.807258,101.69867706298828,pretrain
376,2025-12-27T20:02:47.830164,101.61478424072266,pretrain
377,2025-12-27T20:02:47.855145,101.58773040771484,pretrain
378,2025-12-27T20:02:47.880447,101.67787170410156,pretrain
379,2025-12-27T20:02:47.904633,101.49710083007812,pretrain
380,2025-12-27T20:02:47.926662,101.55562591552734,pretrain
381,2025-12-27T20:02:47.952928,101.46619415283203,pretrain
382,2025-12-27T20:02:47.975609,101.48027801513672,pretrain
383,2025-12-27T20:02:48.000353,101.40461730957031,pretrain
384,2025-12-27T20:02:48.023241,101.60856628417969,pretrain
385,2025-12-27T20:02:48.045347,101.47004699707031,pretrain
386,2025-12-27T20:02:48.071712,101.4798812866211,pretrain
387,2025-12-27T20:02:48.093033,101.48546600341797,pretrain
388,2025-12-27T20:02:48.115668,101.34463500976562,pretrain
389,2025-12-27T20:02:48.136722,101.32049560546875,pretrain
390,2025-12-27T20:02:48.162185,101.36412811279297,pretrain
391,2025-12-27T20:02:48.184002,101.44141387939453,pretrain
392,2025-12-27T20:02:48.206431,101.36724090576172,pretrain
393,2025-12-27T20:02:48.228460,101.33900451660156,pretrain
394,2025-12-27T20:02:48.247823,101.34107208251953,pretrain
395,2025-12-27T20:02:48.268670,101.29811096191406,pretrain
396,2025-12-27T20:02:48.286494,101.248046875,pretrain
397,2025-12-27T20:02:48.304936,101.27951049804688,pretrain
398,2025-12-27T20:02:48.325087,101.1754379272461,pretrain
399,2025-12-27T20:02:48.346652,101.16788482666016,pretrain
400,2025-12-27T20:02:48.366297,101.24625396728516,pretrain
401,2025-12-27T20:02:48.390893,101.14449310302734,pretrain
402,2025-12-27T20:02:48.409475,101.22527313232422,pretrain
403,2025-12-27T20:02:48.429796,101.1396255493164,pretrain
404,2025-12-27T20:02:48.450046,101.20323944091797,pretrain
405,2025-12-27T20:02:48.472583,101.10002136230469,pretrain
406,2025-12-27T20:02:48.496819,101.1725845336914,pretrain
407,2025-12-27T20:02:48.517225,101.05909729003906,pretrain
408,2025-12-27T20:02:48.540293,101.07445526123047,pretrain
409,2025-12-27T20:02:48.559917,101.05577850341797,pretrain
410,2025-12-27T20:02:48.585344,101.00205993652344,pretrain
411,2025-12-27T20:02:48.609413,101.1408920288086,pretrain
412,2025-12-27T20:02:48.633985,101.06478881835938,pretrain
413,2025-12-27T20:02:48.660865,101.03186798095703,pretrain
414,2025-12-27T20:02:48.680815,101.03783416748047,pretrain
415,2025-12-27T20:02:48.701815,101.01776885986328,pretrain
416,2025-12-27T20:02:48.726772,100.91266632080078,pretrain
417,2025-12-27T20:02:48.749767,100.92572021484375,pretrain
418,2025-12-27T20:02:48.773006,100.96723937988281,pretrain
419,2025-12-27T20:02:48.795835,100.95671844482422,pretrain
420,2025-12-27T20:02:48.818376,100.99629974365234,pretrain
421,2025-12-27T20:02:48.841430,100.91331481933594,pretrain
422,2025-12-27T20:02:48.859811,100.87812042236328,pretrain
423,2025-12-27T20:02:48.886782,100.79580688476562,pretrain
424,2025-12-27T20:02:48.913530,100.87517547607422,pretrain
425,2025-12-27T20:02:48.936114,100.87014770507812,pretrain
426,2025-12-27T20:02:48.960050,100.79835510253906,pretrain
427,2025-12-27T20:02:48.983522,100.802490234375,pretrain
428,2025-12-27T20:02:49.005804,100.77606964111328,pretrain
429,2025-12-27T20:02:49.029489,100.8331298828125,pretrain
430,2025-12-27T20:02:49.048653,100.73783874511719,pretrain
431,2025-12-27T20:02:49.070955,100.80451965332031,pretrain
432,2025-12-27T20:02:49.092706,100.71390533447266,pretrain
433,2025-12-27T20:02:49.112018,100.76901245117188,pretrain
434,2025-12-27T20:02:49.136624,100.76197052001953,pretrain
435,2025-12-27T20:02:49.157860,100.635498046875,pretrain
436,2025-12-27T20:02:49.180897,100.71946716308594,pretrain
437,2025-12-27T20:02:49.201731,100.78392791748047,pretrain
438,2025-12-27T20:02:49.223112,100.75016021728516,pretrain
439,2025-12-27T20:02:49.242535,100.61351013183594,pretrain
440,2025-12-27T20:02:49.263202,100.66201782226562,pretrain
441,2025-12-27T20:02:49.289981,100.65321350097656,pretrain
442,2025-12-27T20:02:49.310178,100.63804626464844,pretrain
443,2025-12-27T20:02:49.334575,100.59576416015625,pretrain
444,2025-12-27T20:02:49.356069,100.6695556640625,pretrain
445,2025-12-27T20:02:49.377017,100.61656951904297,pretrain
446,2025-12-27T20:02:49.396252,100.58818054199219,pretrain
447,2025-12-27T20:02:49.420404,100.67313385009766,pretrain
448,2025-12-27T20:02:49.439678,100.64442443847656,pretrain
449,2025-12-27T20:02:49.462736,100.5022201538086,pretrain
450,2025-12-27T20:02:49.482436,100.48628997802734,pretrain
451,2025-12-27T20:02:49.503181,100.69055938720703,pretrain
