epoch,timestamp,loss
1,2026-01-20T11:39:27.007474,0.35488036274909973
2,2026-01-20T11:39:27.815790,0.30915990471839905
3,2026-01-20T11:39:27.846211,0.3010112941265106
4,2026-01-20T11:39:27.876233,0.2949775755405426
5,2026-01-20T11:39:27.906457,0.2935342490673065
6,2026-01-20T11:39:27.936483,0.29172375798225403
7,2026-01-20T11:39:27.966719,0.2901235520839691
8,2026-01-20T11:39:27.996776,0.28721871972084045
9,2026-01-20T11:39:28.027021,0.2831340730190277
10,2026-01-20T11:39:28.057273,0.2798938751220703
11,2026-01-20T11:39:28.086374,0.27339625358581543
12,2026-01-20T11:39:28.115411,0.263582706451416
13,2026-01-20T11:39:28.144195,0.2532656192779541
14,2026-01-20T11:39:28.172956,0.2416612207889557
15,2026-01-20T11:39:28.202194,0.23136773705482483
16,2026-01-20T11:39:28.230930,0.219197615981102
17,2026-01-20T11:39:28.259721,0.20540520548820496
18,2026-01-20T11:39:28.288451,0.18851090967655182
19,2026-01-20T11:39:28.317452,0.17705382406711578
20,2026-01-20T11:39:28.346216,0.16715271770954132
21,2026-01-20T11:39:28.374997,0.1602843701839447
22,2026-01-20T11:39:28.403889,0.15022088587284088
23,2026-01-20T11:39:28.432820,0.14174668490886688
24,2026-01-20T11:39:28.461582,0.13255862891674042
25,2026-01-20T11:39:28.490279,0.12549634277820587
26,2026-01-20T11:39:28.519195,0.12003668397665024
27,2026-01-20T11:39:28.548033,0.11572399735450745
28,2026-01-20T11:39:28.576916,0.10982012003660202
29,2026-01-20T11:39:28.605721,0.10619892925024033
30,2026-01-20T11:39:28.634693,0.10156316310167313
31,2026-01-20T11:39:28.663775,0.09751293063163757
32,2026-01-20T11:39:28.692544,0.09502994269132614
33,2026-01-20T11:39:28.721321,0.09264189004898071
34,2026-01-20T11:39:28.750074,0.09045524150133133
35,2026-01-20T11:39:28.778982,0.08919981867074966
36,2026-01-20T11:39:28.807985,0.08700709789991379
37,2026-01-20T11:39:28.836946,0.08480393141508102
38,2026-01-20T11:39:28.865722,0.08277695626020432
39,2026-01-20T11:39:28.894664,0.0808105543255806
40,2026-01-20T11:39:28.923681,0.08013512194156647
41,2026-01-20T11:39:28.952724,0.07884826511144638
42,2026-01-20T11:39:28.981693,0.07796179503202438
43,2026-01-20T11:39:29.010786,0.07621335983276367
44,2026-01-20T11:39:29.040044,0.07504929602146149
45,2026-01-20T11:39:29.068907,0.0741383284330368
46,2026-01-20T11:39:29.097945,0.07297749817371368
47,2026-01-20T11:39:29.126955,0.07228294014930725
48,2026-01-20T11:39:29.155743,0.07085585594177246
49,2026-01-20T11:39:29.184556,0.0701938271522522
50,2026-01-20T11:39:29.213945,0.06918174028396606
51,2026-01-20T11:39:29.243042,0.06822121888399124
52,2026-01-20T11:39:29.271793,0.06725817173719406
53,2026-01-20T11:39:29.300573,0.06626957654953003
54,2026-01-20T11:39:29.329284,0.06539734452962875
55,2026-01-20T11:39:29.358230,0.06455180794000626
56,2026-01-20T11:39:29.387015,0.06407366693019867
57,2026-01-20T11:39:29.415873,0.06341272592544556
58,2026-01-20T11:39:29.444882,0.06281094253063202
59,2026-01-20T11:39:29.473920,0.062082890421152115
60,2026-01-20T11:39:29.502766,0.06150812283158302
61,2026-01-20T11:39:29.531533,0.06094878166913986
62,2026-01-20T11:39:29.560310,0.060256730765104294
63,2026-01-20T11:39:29.589262,0.05971693992614746
64,2026-01-20T11:39:29.618005,0.05916344374418259
65,2026-01-20T11:39:29.646760,0.05874420329928398
66,2026-01-20T11:39:29.675638,0.05810997262597084
67,2026-01-20T11:39:29.704889,0.057625602930784225
68,2026-01-20T11:39:29.733811,0.05724998936057091
69,2026-01-20T11:39:29.762603,0.05695294216275215
70,2026-01-20T11:39:29.791382,0.05657992511987686
71,2026-01-20T11:39:29.820434,0.05619367957115173
72,2026-01-20T11:39:29.849399,0.05578816309571266
73,2026-01-20T11:39:29.878231,0.055406372994184494
74,2026-01-20T11:39:29.906965,0.05515699088573456
75,2026-01-20T11:39:29.936051,0.05482768267393112
76,2026-01-20T11:39:29.964928,0.05462555214762688
77,2026-01-20T11:39:29.993653,0.05433015152812004
78,2026-01-20T11:39:30.022449,0.05402224138379097
79,2026-01-20T11:39:30.051355,0.05376506969332695
80,2026-01-20T11:39:30.080356,0.05352003872394562
81,2026-01-20T11:39:30.109085,0.05330806225538254
82,2026-01-20T11:39:30.137883,0.05308108404278755
83,2026-01-20T11:39:30.166776,0.05283703655004501
84,2026-01-20T11:39:30.195970,0.052603427320718765
85,2026-01-20T11:39:30.224883,0.052388060837984085
86,2026-01-20T11:39:30.253639,0.05217569321393967
87,2026-01-20T11:39:30.282541,0.051971640437841415
88,2026-01-20T11:39:30.311312,0.05177369341254234
89,2026-01-20T11:39:30.340097,0.05154124274849892
90,2026-01-20T11:39:30.369132,0.05134475231170654
91,2026-01-20T11:39:30.398205,0.0511273592710495
92,2026-01-20T11:39:30.427224,0.05095360055565834
93,2026-01-20T11:39:30.456173,0.0507773831486702
94,2026-01-20T11:39:30.484948,0.05057777464389801
95,2026-01-20T11:39:30.513874,0.0503574013710022
96,2026-01-20T11:39:30.542733,0.05016662925481796
97,2026-01-20T11:39:30.571667,0.04997069016098976
98,2026-01-20T11:39:30.600698,0.049759138375520706
99,2026-01-20T11:39:30.629752,0.04957886412739754
100,2026-01-20T11:39:30.658724,0.04935939237475395
101,2026-01-20T11:39:30.688356,0.04916137456893921
102,2026-01-20T11:39:30.717132,0.04892575740814209
103,2026-01-20T11:39:30.746149,0.04875009134411812
104,2026-01-20T11:39:30.775013,0.04856878146529198
105,2026-01-20T11:39:30.803841,0.04837264120578766
106,2026-01-20T11:39:30.832623,0.04820654168725014
107,2026-01-20T11:39:30.861702,0.047975122928619385
108,2026-01-20T11:39:30.890626,0.047808628529310226
109,2026-01-20T11:39:30.919641,0.04763651639223099
110,2026-01-20T11:39:30.948685,0.04746592789888382
111,2026-01-20T11:39:30.977570,0.04727660119533539
112,2026-01-20T11:39:31.006332,0.04708608612418175
113,2026-01-20T11:39:31.035099,0.04695633053779602
114,2026-01-20T11:39:31.064045,0.046830080449581146
115,2026-01-20T11:39:31.092916,0.046667810529470444
116,2026-01-20T11:39:31.121693,0.04644777253270149
117,2026-01-20T11:39:31.150778,0.046279143542051315
118,2026-01-20T11:39:31.179563,0.046141188591718674
119,2026-01-20T11:39:31.208422,0.04598722234368324
120,2026-01-20T11:39:31.237229,0.04582829028367996
121,2026-01-20T11:39:31.266367,0.045680902898311615
122,2026-01-20T11:39:31.295287,0.04551713913679123
123,2026-01-20T11:39:31.324386,0.0453767366707325
124,2026-01-20T11:39:31.353127,0.04527191445231438
125,2026-01-20T11:39:31.381886,0.045139871537685394
126,2026-01-20T11:39:31.410647,0.04500289261341095
127,2026-01-20T11:39:31.439545,0.044855888932943344
128,2026-01-20T11:39:31.468269,0.04473379626870155
129,2026-01-20T11:39:31.497054,0.044634513556957245
130,2026-01-20T11:39:31.525999,0.04453277215361595
131,2026-01-20T11:39:31.555065,0.044438377022743225
132,2026-01-20T11:39:31.583862,0.044320378452539444
133,2026-01-20T11:39:31.612698,0.04421352222561836
134,2026-01-20T11:39:31.641688,0.04411590099334717
135,2026-01-20T11:39:31.670648,0.044022515416145325
136,2026-01-20T11:39:31.699508,0.04393087327480316
137,2026-01-20T11:39:31.728244,0.043850913643836975
138,2026-01-20T11:39:31.757010,0.0437609888613224
139,2026-01-20T11:39:31.785913,0.04367022588849068
140,2026-01-20T11:39:31.814896,0.04358438029885292
141,2026-01-20T11:39:31.843676,0.043507713824510574
142,2026-01-20T11:39:31.872655,0.043431416153907776
143,2026-01-20T11:39:31.901764,0.04335206374526024
144,2026-01-20T11:39:31.930910,0.04328189790248871
145,2026-01-20T11:39:31.959693,0.043200016021728516
146,2026-01-20T11:39:31.988414,0.04312963783740997
147,2026-01-20T11:39:32.017347,0.04307866841554642
148,2026-01-20T11:39:32.046280,0.043009061366319656
149,2026-01-20T11:39:32.075644,0.0429406501352787
150,2026-01-20T11:39:32.104406,0.042884424328804016
151,2026-01-20T11:39:32.133282,0.04280922934412956
152,2026-01-20T11:39:32.162063,0.04274196922779083
153,2026-01-20T11:39:32.190959,0.0426919087767601
154,2026-01-20T11:39:32.219823,0.042642515152692795
155,2026-01-20T11:39:32.249096,0.04257703199982643
156,2026-01-20T11:39:32.278025,0.04251118749380112
157,2026-01-20T11:39:32.306974,0.0424521341919899
158,2026-01-20T11:39:32.335905,0.04238312691450119
159,2026-01-20T11:39:32.365050,0.042326923459768295
160,2026-01-20T11:39:32.394088,0.04226859286427498
161,2026-01-20T11:39:32.422980,0.042208481580019
162,2026-01-20T11:39:32.451931,0.042150046676397324
163,2026-01-20T11:39:32.481008,0.04209135100245476
164,2026-01-20T11:39:32.509924,0.04203369840979576
165,2026-01-20T11:39:32.539120,0.04198724031448364
166,2026-01-20T11:39:32.567919,0.041938722133636475
167,2026-01-20T11:39:32.596862,0.041895847767591476
168,2026-01-20T11:39:32.625650,0.04183970019221306
169,2026-01-20T11:39:32.654783,0.04177944362163544
170,2026-01-20T11:39:32.683600,0.0417308546602726
171,2026-01-20T11:39:32.712575,0.04167821258306503
172,2026-01-20T11:39:32.741430,0.04163146764039993
173,2026-01-20T11:39:32.770520,0.041590820997953415
174,2026-01-20T11:39:32.799646,0.041546594351530075
175,2026-01-20T11:39:32.828620,0.0414825938642025
176,2026-01-20T11:39:32.857724,0.041424911469221115
177,2026-01-20T11:39:32.886676,0.041368938982486725
178,2026-01-20T11:39:32.915495,0.04131152853369713
179,2026-01-20T11:39:32.944444,0.04126640409231186
180,2026-01-20T11:39:32.973397,0.04122599586844444
181,2026-01-20T11:39:33.002280,0.04118907451629639
182,2026-01-20T11:39:33.031123,0.04114362969994545
183,2026-01-20T11:39:33.060073,0.0410960428416729
184,2026-01-20T11:39:33.088988,0.041043441742658615
185,2026-01-20T11:39:33.117825,0.04099499434232712
186,2026-01-20T11:39:33.146623,0.04095444455742836
187,2026-01-20T11:39:33.175741,0.04091474041342735
188,2026-01-20T11:39:33.204651,0.04086277261376381
189,2026-01-20T11:39:33.233500,0.040831953287124634
190,2026-01-20T11:39:33.262530,0.04078496992588043
191,2026-01-20T11:39:33.291624,0.04073956608772278
192,2026-01-20T11:39:33.320671,0.040699657052755356
193,2026-01-20T11:39:33.349642,0.04064766690135002
194,2026-01-20T11:39:33.378483,0.04059303551912308
195,2026-01-20T11:39:33.407396,0.04054800048470497
196,2026-01-20T11:39:33.436275,0.04051889106631279
197,2026-01-20T11:39:33.465075,0.04048619046807289
198,2026-01-20T11:39:33.493872,0.04044414684176445
